16:37:04:906	6a7a7740	Check and remove old log files...
16:37:04:907	6a7a7740	args: -epool eth-us-east1.nanopool.org:9999 -ewal 0x36f536f54ccec727f861d6622e465003a731fe41/isaiahminer2/lx93@me.com -epsw x -tt 75 -fanmin 60 -fanmax 90 -dcri 4 -cclock 1165 -mclock 2150 -cvddc 810 -mvddc 810 
16:37:04:907	6a7a7740	
16:37:04:907	6a7a7740	ษออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออป
16:37:04:907	6a7a7740	บ     Claymore's Dual ETH + DCR/SC/LBC/PASC GPU Miner v10.1      บ
16:37:04:907	6a7a7740	ศออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออออผ
16:37:04:907	6a7a7740	
16:37:05:107	6a7a7740	ETH: 1 pool is specified
16:37:05:108	6a7a7740	Main Ethereum pool is eth-us-east1.nanopool.org:9999
16:37:05:108	6a7a7740	DCR: 0 pool is specified
16:37:05:149	6a7a7740	OpenCL platform: AMD Accelerated Parallel Processing
16:37:05:149	6a7a7740	OpenCL initializing...

16:37:05:149	6a7a7740	AMD Cards available: 1 
16:37:05:149	6a7a7740	GPU #0: Ellesmere, 3975 MB available, 32 compute units
16:37:05:149	6a7a7740	GPU #0 recognized as Radeon RX 470/570
16:37:05:149	6a7a7740	POOL/SOLO version
16:37:05:149	6a7a7740	b421 
16:37:05:149	6a7a7740	Platform: Linux
16:37:05:270	6a7a7740	start building OpenCL program for GPU 0...
16:37:05:472	6a7a7740	done
16:37:05:685	6a7a7740	GPU #0: algorithm ASM
16:37:05:688	6a7a7740	cudaGetDeviceCount failed (35, CUDA driver version is insufficient for CUDA runtime version), probably no CUDA devices
16:37:05:688	6a7a7740	No NVIDIA CUDA GPUs detected.
16:37:05:688	6a7a7740	Total cards: 1 
16:37:09:690	6a7a7740	AMD ADL library not found.
16:37:09:701	6a7a7740	amdgpu cnt: 1
16:37:09:702	6a7a7740	No NVIDIA cards in the list, NVML library will not be used.
16:37:09:708	5a78f700	ETH: Stratum - connecting to 'eth-us-east1.nanopool.org' <142.44.243.6> port 9999
16:37:09:803	6a7a7740	No pool specified for Decred! Ethereum-only mining mode is enabled
16:37:09:803	6a7a7740	ETHEREUM-ONLY MINING MODE ENABLED (-mode 1)
16:37:09:803	6a7a7740	ETH: eth-proxy stratum mode
16:37:09:803	6a7a7740	Watchdog enabled
16:37:09:803	6a7a7740	Remote management (READ-ONLY MODE) is enabled on port 3333
16:37:09:803	6a7a7740	
16:37:10:098	5a78f700	send: {"worker": "eth1.0", "jsonrpc": "2.0", "params": ["0x36f536f54ccec727f861d6622e465003a731fe41/isaiahminer2/lx93@me.com", "x"], "id": 2, "method": "eth_submitLogin"}

16:37:10:098	5a78f700	ETH: Stratum - Connected (eth-us-east1.nanopool.org:9999)
16:37:11:124	63935700	GPU 0 temp = 37, old fan speed = 60, new fan speed = 60 
16:37:11:457	5a78f700	got 282 bytes
16:37:11:457	5a78f700	buf: {"jsonrpc":"2.0","id":2,"result":true}
{"jsonrpc":"2.0","id":0,"result":["0x0d877056331cc569488dcac0818af086c018ae3e69906d4e5babff2e9cb25e0f","0x4be89018faa297948d0d2530cf8cc65a2cf729dac5b0eb0b41415a8338949f53","0x00000000dbe6fecebdedd5beb573440e5a884d1b2fbf06fcce912adcb8d8422e"]}

16:37:11:457	5a78f700	parse packet: 38
16:37:11:457	5a78f700	ETH: Authorized
16:37:11:457	5a78f700	send: {"worker": "", "jsonrpc": "2.0", "params": [], "id": 3, "method": "eth_getWork"}

16:37:11:457	5a78f700	remove first packet 243
16:37:11:457	5a78f700	new buf size: 243
16:37:11:457	5a78f700	parse packet: 242
16:37:11:458	5a78f700	ETH: job changed
16:37:11:458	5a78f700	new buf size: 0
16:37:11:526	5bdbd700	Setting DAG epoch #154...
16:37:11:970	5a78f700	got 243 bytes
16:37:11:970	5a78f700	buf: {"jsonrpc":"2.0","id":0,"result":["0x0d877056331cc569488dcac0818af086c018ae3e69906d4e5babff2e9cb25e0f","0x4be89018faa297948d0d2530cf8cc65a2cf729dac5b0eb0b41415a8338949f53","0x00000000dbe6fecebdedd5beb573440e5a884d1b2fbf06fcce912adcb8d8422e"]}

16:37:11:970	5a78f700	parse packet: 242
16:37:11:971	5a78f700	ETH: job is the same
16:37:11:971	5a78f700	new buf size: 0
16:37:14:128	63935700	GPU 0 temp = 37, old fan speed = 60, new fan speed = 60 
16:37:15:949	5bdbd700	Setting DAG epoch #154 for GPU0
16:37:15:949	5bdbd700	Create GPU buffer for GPU0
16:37:17:132	63935700	GPU 0 temp = 40, old fan speed = 60, new fan speed = 60 
16:37:20:136	63935700	GPU 0 temp = 40, old fan speed = 60, new fan speed = 60 
16:37:21:459	5a78f700	ETH: checking pool connection...
16:37:21:459	5a78f700	send: {"worker": "", "jsonrpc": "2.0", "params": [], "id": 3, "method": "eth_getWork"}

16:37:21:576	5bdbd700	GPU0 DAG creation time - 5568 ms
16:37:21:576	5bdbd700	Setting DAG epoch #154 for GPU0 done
16:37:21:939	5a78f700	got 243 bytes
16:37:21:939	5a78f700	buf: {"jsonrpc":"2.0","id":0,"result":["0x0d877056331cc569488dcac0818af086c018ae3e69906d4e5babff2e9cb25e0f","0x4be89018faa297948d0d2530cf8cc65a2cf729dac5b0eb0b41415a8338949f53","0x00000000dbe6fecebdedd5beb573440e5a884d1b2fbf06fcce912adcb8d8422e"]}

16:37:21:939	5a78f700	parse packet: 242
16:37:21:939	5a78f700	ETH: job is the same
16:37:21:939	5a78f700	new buf size: 0
16:37:23:140	63935700	GPU 0 temp = 41, old fan speed = 60, new fan speed = 60 
16:37:26:144	63935700	GPU 0 temp = 42, old fan speed = 60, new fan speed = 60 
16:37:26:746	5a78f700	got 243 bytes
16:37:26:746	5a78f700	buf: {"jsonrpc":"2.0","id":0,"result":["0x02af59633d37516fac27f0638f5c4867bcfeba8c0d68938449e5ca5c1a694b94","0x4be89018faa297948d0d2530cf8cc65a2cf729dac5b0eb0b41415a8338949f53","0x00000000dbe6fecebdedd5beb573440e5a884d1b2fbf06fcce912adcb8d8422e"]}

16:37:26:746	5a78f700	parse packet: 242
16:37:26:747	5a78f700	ETH: job changed
16:37:26:747	5a78f700	new buf size: 0
16:37:26:747	5a78f700	ETH: 11/26/17-16:37:26 - New job from eth-us-east1.nanopool.org:9999
16:37:26:747	5a78f700	target: 0x00000000dbe6fece (diff: 5000MH), epoch 154(2.20GB)
16:37:26:747	5a78f700	ETH - Total Speed: 24.614 Mh/s, Total Shares: 0, Rejected: 0, Time: 00:00
16:37:26:747	5a78f700	ETH: GPU0 24.614 Mh/s
16:37:29:148	63935700	GPU 0 temp = 42, old fan speed = 60, new fan speed = 60 
16:37:31:459	5a78f700	send: {"id":6,"jsonrpc":"2.0","method":"eth_submitHashrate","params":["0x1777192", "0x00000000000000000000000000000000000000000000000000000000303911c9"]}

16:37:31:460	5a78f700	ETH: checking pool connection...
16:37:31:460	5a78f700	send: {"worker": "", "jsonrpc": "2.0", "params": [], "id": 3, "method": "eth_getWork"}

16:37:32:152	63935700	GPU 0 temp = 42, old fan speed = 60, new fan speed = 60 
16:37:32:329	5a78f700	got 243 bytes
16:37:32:329	5a78f700	buf: {"jsonrpc":"2.0","id":0,"result":["0x02af59633d37516fac27f0638f5c4867bcfeba8c0d68938449e5ca5c1a694b94","0x4be89018faa297948d0d2530cf8cc65a2cf729dac5b0eb0b41415a8338949f53","0x00000000dbe6fecebdedd5beb573440e5a884d1b2fbf06fcce912adcb8d8422e"]}

